id_station;adresse;cp;fermeture;latitude;longitude;marque;nom;ouverture;pop;saufjour;services;ville
67500001;;67500;;48.80203;7.83531;CORA;CORA HAGUENAU;;R;;;
17210003;;17210;;;;;;;R;;;
38000012;;38000;;;;;;;R;;;
62310001;;62310;;50.51185;2.13389;Carrefour Market;Carrefour Market;;R;;;
40100006;;40100;;43.69258;-1.05965;Carrefour Market;Carrefour Market;;R;;;
45720002;;45720;;47.61784;2.49319;Intermarché;SAS PASECAJE;;R;;;
31450003;;31450;;43.45441;1.58498;Intermarché;INTERMARCHE MONTGISCARD;;R;;;
21150002;;21150;;47.54033;4.46066;Système U;Venardis sas;;R;;;
9300002;;09300;;42.93739;1.85335;Système U;SUPER U;;R;;;
92700009;;92700;;;;;;;R;;;
16430004;;16430;;45.68274;0.17935;Intermarché;INTERMARCHE CHAMPNIERS;;R;;;
44300016;;44300;;;;;;;R;;;
66350001;;66350;;;;;;;R;;;
52170001;;52170;;48.55085;5.07499;Ecomarché;ECOMARCHE;;R;;;
78760003;;78760;;48.80442;1.89592;Total Access;TOTAL ACCESS;;R;;;
3120004;;03120;;46.24965;3.63028;Total Access;Aire des verites;;R;;;
92800002;;92800;;;;;;;R;;;
81230001;;81230;;43.712;2.70899;Casino;CASINO SUPERMARCHE;;R;;;
49600001;;49600;;47.21071;-0.984272;Système U;Super U BEAUPREAU;;R;;;
92400009;;92400;;;;;;;R;;;
9100003;;09100;;43.1035;1.62074;Total;SARL PYRENEES AUTOS;;R;;;
91470006;;91470;;;;;;;R;;;
40990003;;40990;;;;;;;R;;;
70250003;;70250;;47.69716;6.6425;Carrefour Contact;CARREFOUR CONTACT;;R;;;
4100006;;04100;;;;;;;R;;;
13390001;;13390;;43.36766;5.64273;Casino;CASINO SUPERMARCHE;;R;;;
20166004;;20166;;41.8873;8.8077;BP;RELAIS BENISTA CARBURANT;;R;;;
78630010;;78630;;;;;;;R;;;
7500001;;07500;;44.93828;4.86654;Auchan;AUCHAN GUILHERAND GRANGES;;R;;;
72000013;;72000;;48.01834;0.18499;Esso;SARL HAINCOURT;;R;;;
38200005;;38200;;;;;;;R;;;
87600002;;87600;;45.82961;0.83149;Carrefour Market;SA ROCHEDIS;;R;;;
92000007;;92000;;;;;;;R;;;
56220003;;56220;;47.67784;-2.29471;Système U;Super U MALANSAC;;R;;;
51100037;;51100;;;;;;;R;;;
93100005;;93100;;48.86872;2.43113;Shell;STATION SHELL;;R;;;
69500003;;69500;;45.73833;4.89414;Total Access;RELAIS BRON LE DAUPHINE;;R;;;
71240001;;71240;;46.6892;4.84397;Carrefour;AIRE DE LA FERTE;;A;;;
69170001;;69170;;45.89165;4.44229;Simply Market;SIMPLY MARKET;;R;;;
64400001;;64400;;;;;;;R;;;
11370001;;11370;;42.90643;3.03681;Carrefour Contact;Carrefour Contact;;R;;;
67430001;;67430;;48.93812;7.18799;Total;DIEMERINGEN ETS BESSN;;R;;;
42500010;;42500;;45.38922;4.31136;Agip;AGIP CHAMBON NORD RN 88 SENS ST ETIENNE -LE PUY;;R;;;
13320007;;13320;;;;;;;A;;;
33520001;;33520;;44.87113;-0.61381;Esso Express;ESSO DU VIGEAN;;R;;;
85270001;;85270;;46.71257;-1.96128;Système U;Hyper U ST HILAIRE DE RIEZ;;R;;;
57402001;;57400;;48.7324;7.04549;Leclerc;SARREDIS;;R;;;
71460003;;71460;;46.67112;4.60245;Elan;GARAGE ROZE ANDRE;;R;;;
87120003;;87120;;45.73903;1.73886;Elan;GARAGE CHEMARTIN FOURNIER;;R;;;
78290003;;78290;;;;;;;R;;;
31106001;;31100;;43.5687;1.39258;Géant;GEANT CASINO;;R;;;
52000007;;52000;;;;;;;R;;;
7400001;;07400;;44.60184;4.71841;Total;RELAIS DE LA CORNICHE;;R;;;
40420001;;40420;;;;;;;R;;;
5200006;;05200;;44.53823;6.49196;Total;Station Total Marmugi;;R;;;
43170002;;43170;;44.96938;3.54097;Indépendant sans enseigne;LONJON;;R;;;
91430001;;91430;;48.74525;2.22104;BP;BP IGNY OUEST;;R;;;
64100008;;64100;;43.49205;-1.45922;Total Access;STATION TOTAL ACCESS SAINTE CROIX;;R;;;
73100002;;73100;;45.67584;5.90757;Elf;RELAIS ELF  AIX LES BAINS;;R;;;
6210009;;06210;;43.5218;6.89906;BP;BP MANDELIEU RELAIS L'ESTEREL;;R;;;
77810001;;77810;;48.40856;2.79165;Simply Market;SIMPLY MARKET;;R;;;
29360002;;29360;;;;;;;R;;;
33220002;;33220;;;;;;;R;;;
83500007;;83500;;43.08509;5.88123;Intermarché;INTERMARCHE LA SEYNE SUR MER;;R;;;
71000002;;71000;;46.30048;4.82924;Total Access;RELAIS TOTAL ACESS MACON;;R;;;
21230001;;21230;;47.12953;4.48237;Atac;ATAC ARNAY LE DUC;;R;;;
64800001;;64800;;43.17994;-0.26411;Système U;SUPER U;;R;;;
71500002;;71500;;46.6249;5.2393;Carrefour Market;Carrefour Market;;R;;;
34500017;;34500;;;;;;;R;;;
62870001;;62870;;;;;;;R;;;
11000009;;11000;;43.21244;2.32486;Intermarché;INTERMARCHE CARCASSONNE;;R;;;
69320005;;69320;;45.68319;4.85768;Total Access;RELAIS TOTAL ACCESS BELLE ETOILE 2;;R;;;
74910004;;74910;;45.96179;5.83676;Agip;SARL BH AUTOS SEYSSEL;;R;;;
74910002;;74910;;;;;;;R;;;
40280004;;40280;;43.88616;-0.52008;Indépendant sans enseigne;STATION SERVICE DU MOUN;;R;;;
64111001;;64122;;43.36415;-1.69843;Elan;SARL ALCORTA JB;;R;;;
61440001;;61440;;48.67326;-0.519958;Elan;GARAGE LETALLEC;;R;;;
44240009;;44240;;;;Total Access;Relais Access La Jonelière;;R;;;
73730006;;73730;;;;;;;R;;;
91130006;;91130;;;;;;;R;;;
36600002;;36600;;47.16354;1.55945;Intermarché;INTERMARCHE VALENCAY;;R;;;
61100003;;61100;;48.75248;-0.57514;Carrefour;ST GEORGES DES GROSEILLERS;;R;;;
27400005;;27400;;;;;;;R;;;
13090011;;13090;;;;;;;R;;;
67700008;;67700;;48.74226;7.35729;Total;relais de la roseraie;;R;;;
94470001;;94470;;;;;;;R;;;
14600006;;14600;;49.41583;0.22953;Total;Relais Honfleur;;R;;;
35540004;;35540;;48.51144;-1.89567;Carrefour Contact;Carrefour contact;;R;;;
16300001;;16300;;45.46046;-0.143064;Total;SAS ENA;;R;;;
62700008;;62700;;;;;;;R;;;
48170001;;48170;;44.63162;3.67586;Total;SARL NEGRE STATION TOTAL;;R;;;
70290002;;70290;;47.70481;6.68202;Colruyt;013 DATS CHAMPAGNEY;;R;;;
67560002;;67560;;48.50253;7.48739;Simply Market;SIMPLY MARKET;;R;;;
35132002;;35132;;;;;;;R;;;
66000001;;66000;;;;;;;R;;;
88000009;;88000;;;;;;;R;;;
56690002;;56690;;47.76105;-3.12354;Intermarché;INTERMARCHE SUPER;;R;;;
44510001;;44510;;47.27503;-2.44083;Intermarché;INTERMARCHE LE POULIGUEN;;R;;;
89400003;;89400;;47.9726;3.51064;Leclerc;DISMI;;R;;;
23170001;;23170;;46.18513;2.43139;Intermarché Contact;INTERMARCHE CHAMBON SUR VOUEIZE;;R;;;
43100002;;43100;;45.28948;3.36898;Total;EOR BRIOUDE ETS BOUDON;;R;;;
25300007;;25300;;46.90204;6.33359;Indépendant sans enseigne;La Maison Du Pneu Pontarlier SILIGOM;;R;;;
49400003;;49400;;47.26739;-0.088384;Elan;PELISSON;;R;;;
59190004;;59190;;50.73079;2.5437;Système U;SUPER U HAZEBROUCK;;R;;;
30130002;;30130;;44.25993;4.64752;Casino;CASINO SUPERMARCHE;;R;;;
20290003;;20290;;42.56756;9.44075;Total;SARL RELAIS DE BORGO;;R;;;
35590001;;35590;;48.12413;-1.80359;Système U;Super U L'HERMITAGE;;R;;;
31340001;;31340;;43.85892;1.50542;Leclerc;SAS VILDI PARTICIPATION;;R;;;
19130006;;19130;;;;;;;R;;;
89290003;;89290;;47.78765;3.67211;Total;RELAIS DU VENOY;;A;;;
39700011;;39700;;47.14919;5.66375;BP;BP A36 AIRE DE DOLE ROMANGE;;A;;;
66750004;;66750;;;;;;;R;;;
37170005;;37170;;;;;;;R;;;
75012004;;75012;;48.83905;2.3891;Total;RELAIS DE BERCY;;R;;;
29870001;;29870;;48.56959;-4.51215;Leclerc;PLOUDINER SA;;R;;;
13005004;;13005;;;;;;;R;;;
92400020;;92400;;;;;;;R;;;
84100007;;84100;;44.13559;4.81309;Total;RELAIS DE LA COMTADINE;;R;;;
79160001;;79160;;46.49326;-0.62367;Système U;Super U COULONGES SUR L'AUTIZE;;R;;;
42110004;;42110;;45.74069;4.21736;Casino;SUPERMARCHE CASINO;;R;;;
38150009;;38150;;45.32807;4.80716;Total Access;TOTAL  ACCESS SALAISE;;R;;;
13015002;;13015;;;;;;;R;;;
1470002;;01470;;45.78776;5.45414;Intermarché;Intermarché Briord;;R;;;
31100005;;31100;;;;;;;R;;;
44240005;;44240;;;;;;;R;;;
22160002;;22160;;;;;;;R;;;
26300012;;26300;;;;;;;R;;;
59540001;;59540;;50.12482;3.42193;Carrefour Market;Carrefour Market;;R;;;
77620001;;77620;;48.17684;2.87224;Shopi;SARL SOEGREDIS;;R;;;
44800003;;44800;;47.24122;-1.59336;Total;RELAIS JOLI MAI;;R;;;
22550001;;22550;;48.5995;-2.28693;Système U;Super U MATIGNON;;R;;;
42120005;;42120;;45.99939;4.06104;Intermarché;SAS BELCOF;;R;;;
95870002;;95870;;;;;;;R;;;
6700003;;06700;;43.65664;7.18031;Avia;CHENEAU SARL;;R;;;
64160001;;64160;;43.35087;-0.262925;Système U;SUPER U;;R;;;
52300002;;52300;;48.44541;5.15046;Système U;SUPER U;;R;;;
29760004;;29760;;47.8146;-4.33281;Carrefour Contact;CARREFOUR CONTACT;;R;;;
62215004;;62215;;50.98147;2.06642;Elan;STATION A16 AUTOMOBILES;;R;;;
25150001;;25150;;;;;;;R;;;
74910001;;74910;;45.96286;5.8368;Agip;AGIP SEYSSEL ROUTE DE GENEVE;;R;;;
2500001;;02500;;49.91115;4.0911;Auchan;AUCHAN;;R;;;
62000002;;62000;;50.29711;2.76927;Total Access;RELAIS TOTAL ACCESS  DU ROND POINT;;R;;;
84350002;;84350;;;;;;;R;;;
21250009;;21250;;47.03071;5.10839;Avia;SARL BRYSSE;;A;;;
93290003;;93290;;48.94675;2.57049;Carrefour Market;Carrefour Market;;R;;;
78390004;;78390;;48.80335;2.01607;Total;TOTAL RELAIS DU BOIS SENON;;R;;;
42000015;;42000;;;;;;;R;;;
7300006;;07300;;;;;;;R;;;
67800010;;67800;;48.61774;7.75435;Agip;AGIP BISCHHEIM;;R;;;
69009003;;69009;;45.78084;4.80059;Esso Express;ESSO BOURGOGNE;;R;;;
60120005;;60120;;49.64071;2.27924;Leclerc;E.LECLERC;;R;;;
33500003;;33500;;44.91875;-0.24209;Esso;ESSO LIBOURNE;;R;;;
31800007;;31800;;;;;;;R;;;
11000015;;11000;;;;;;;R;;;
69380006;;69380;;45.87284;4.74852;Avia;BIGILLON GILLES;;R;;;
92000006;;92000;;;;;;;R;;;
57100006;;57100;;49.36279;6.11765;Leclerc;S.A.S SOLORMAG;;R;;;
49600003;;49600;;47.18154;-1.12442;Total;SARL AGENCE AUTOMOBILES STE GENEVIEVE;;R;;;
62117001;;62117;;50.34053;3.02297;Carrefour Market;CSF FRANCE STATIONS SERVICE;;R;;;
83136004;;83136;;43.33471;6.07989;Leader Price;Joan sa;;R;;;
77124001;;77124;;48.97462;2.87015;Carrefour Market;Carrefour Market;;R;;;
59163002;;59163;;50.45275;3.58949;Total;SARL RELAIS DU TOURNIQUET;;R;;;
51000008;;51000;;;;;;;R;;;
40000002;;40000;;43.90249;-0.480925;Carrefour;CARREFOUR;;R;;;
8800001;;08800;;49.88;4.74159;Total;R. DES 2 VALLEES;;R;;;
75015007;;75015;;48.84762;2.30336;Avia;SOCARDI SARL;;R;;;
54600005;;54600;;;;;;;R;;;
59570003;;59570;;50.25843;3.91273;Indépendant sans enseigne;S.A MAJEMON INTERMARCHE;;R;;;
77184005;;77184;;;;;;;R;;;
51300004;;51300;;;;;;;R;;;
12100008;;12100;;;;;;;R;;;
67390001;;67390;;48.1648;7.55602;Système U;SUPER  U  Marckolsheim;;R;;;
49650002;;49650;;;;;;;R;;;
24340001;;24340;;;;;;;R;;;
39110007;;39110;;;;;;;R;;;
51100016;;51100;;;;;;;R;;;
13008001;;13008;;43.26011;5.3941;Géant;GEANT CASINO Ste Anne;;R;;;
61290002;;61290;;48.5274;0.75031;Intermarché Contact;SA LONPRES;;R;;;
25400001;;25400;;47.49642;6.83929;Géant;GEANT CASINO;;R;;;
60190003;;60190;;;;;;;R;;;
38140004;;38140;;45.34217;5.49376;Casino;CASINO;;R;;;
24330002;;24330;;45.12289;0.85824;Total;SARL REYNET;;R;;;
38270002;;38270;;45.34524;5.07416;Casino;CASINO SUPERMARCHE;;R;;;
18700002;;18700;;;;;;;R;;;
44802001;;44800;;47.22156;-1.606;Carrefour;CARREFOUR  ST HERBLAIN;;R;;;
31500006;;31500;;43.61903;1.46817;Esso Express;ESSO JOLIMONT;;R;;;
29430002;;29430;;48.66009;-4.20837;Intermarché;INTERMARCHE PLOUESCAT;;R;;;
34690001;;34690;;;;;;;R;;;
59000014;;59000;;50.60308;3.05591;Total;Relais des 400 maisons;;R;;;
13130003;;13130;;43.48236;5.16932;Esso Express;ESSO DU CAPITOLE;;R;;;
11260001;;11260;;42.93381;2.20846;Intermarché;INTERMARCHE ESPERAZA;;R;;;
18600002;;18600;;46.83889;2.90116;Total;SARL TIERCE- 18 SANCOINS;;R;;;
40220003;;40220;;43.53381;-1.4499;Carrefour Market;Carrefour Market;;R;;;
3100001;;03100;;46.34744;2.60219;Carrefour;CARREFOUR MONTLUCON;;R;;;
49000012;;49000;;;;;;;R;;;
60120001;;60120;;;;;;;R;;;
5100002;;05100;;;;;;;R;;;
13100001;;13100;;43.52086;5.459;Total Access;RELAIS AIX EN PR.GAMBETTA;;R;;;
38530001;;38530;;45.43329;6.02221;Système U;SUPER U;;R;;;
64480005;;64480;;43.42327;-1.4646;Elan;BERNARD ARRIETA;;R;;;
51200001;;51200;;49.04869;3.9631;Carrefour;CARREFOUR EPERNAY;;R;;;
60800008;;60800;;49.22996;2.90632;Leclerc;CREPY;;R;;;
83120003;;83120;;;;;;;R;;;
27230002;;27230;;49.16894;0.448168;Elan;SARL  SMDV;;R;;;
87400002;;87400;;;;;;;R;;;
7470001;;07470;;44.80105;3.97206;Indépendant sans enseigne;SARL CARBURANTS COUCOURON;;R;;;
37530001;;37530;;47.42407;0.97626;Simply Market;SIMPLY MARKET;;R;;;
59112003;;59112;;50.51973;2.93158;Intermarché;INTERMARCHE ANNOEULLIN;;R;;;
56270007;;56270;;;;;;;R;;;
85400002;;85400;;46.4677;-1.11081;Total;LE FOURNIL  VENDEEN;;R;;;
75013022;;75013;;;;;;;R;;;
50380001;;50380;;48.81426;-1.54427;Géant;GEANT CASINO ST PAIR SUR MER;;R;;;
85160003;;85160;;46.79437;-2.05177;Intermarché;INTERMARCHE ST JEAN DE MONTS;;R;;;
67630001;;67630;;48.97465;8.15741;Carrefour Market;Carrefour Market;;R;;;
38690003;;38690;;;;;;;A;;;
27404001;;27400;;49.21009;1.17034;Total;TOTAL LOUVIERS;;R;;;
95450003;;95450;;49.05856;1.94769;Total Access;Sarl radjabaly relais TOTAL SAGY;;R;;;
58260001;;58260;;46.89729;3.46566;Intermarché;INTERMARCHE LA MACHINE;;R;;;
21210003;;21210;;47.28266;4.22874;Total;GARAGE MODERNE SARL;;R;;;
88250002;;88250;;48.00647;6.87886;Système U;SUPERMARCHE SUPER U - S.A. SYVI;;R;;;
55000004;;55000;;48.7567;5.19229;Leclerc;BARROIDIS;;R;;;
42700002;;42700;;;;;;;R;;;
22350002;;22350;;48.37966;-2.20012;Total;RELAIS ST JOUAN de l' ISLE;;R;;;
76700005;;76700;;49.50943;0.22551;Leclerc;GONFREVILDIS;;R;;;
78490001;;78490;;;;;;;R;;;
7110002;;07110;;;;;;;R;;;
54110001;;54110;;48.60968;6.35179;Supermarché Match;SUPERMARCHES MATCH  DOMBASLE;;R;;;
47500002;;47500;;44.49285;0.94878;Casino;CASINO SUPERMARCHE;;R;;;
59300017;;59300;;;;;;;R;;;
60000002;;60000;;49.43613;2.08522;Total;RELAIS FRANC MARCHE;;R;;;
31310001;;31310;;43.26386;1.19403;Total;SARL RIEUX CARBURANT;;R;;;
54300012;;54300;;;;;;;R;;;
78150011;;78150;;48.82351;2.12777;BP;BP LE CHESNAY 8 à Huit;;R;;;
57930001;;57930;;;;;;;R;;;
60120004;;60120;;49.63511;2.28589;Total;GGE LEFEVRE;;R;;;
79170001;;79170;;46.13927;-0.22083;Intermarché;INTERMARCHE BRIOUX SUR BOUTONNE;;R;;;
68000015;;68000;;48.06348;7.33963;Indépendant sans enseigne;POLE POSITION;;R;;;
50300005;;50300;;48.67785;-1.35106;Intermarché;INTERMARCHE;;R;;;
27400004;;27400;;49.22033;1.16654;Esso;ESSO DU STADE;;R;;;
43800001;;43800;;45.18374;3.91062;Elan;GARAGE DACOSTA;;R;;;
59148003;;59148;;50.42823;3.1802;Carrefour Contact;CARREFOUR CONTACT;;R;;;
75016011;;75116;;48.86517;2.28893;Elan;Sarl STATION KLEBER;;R;;;
92700003;;92700;;;;;;;R;;;
35260002;;35260;;48.67905;-1.86563;Système U;Super U CANCALE;;R;;;
95420001;;95420;;49.13514;1.78964;Total Access;RELAIS ST ANTOINE;;R;;;
20221001;;20221;;42.32485;9.5388;Indépendant sans enseigne;ROSSI BP PRUNETE;;R;;;
67110003;;67110;;48.93389;7.65898;Intermarché;INTERMARCHE REICHSHOFFEN;;R;;;
55130001;;55130;;48.51838;5.50427;Elan;SARL COLLIN;;R;;;
59260002;;59260;;;;;;;R;;;
70700003;;70700;;47.42536;5.84325;Carrefour Contact;CARREFOUR CONTACT BUCEY LES GY;;R;;;
45500008;;45500;;;;;;;R;;;
86300002;;86300;;46.55794;0.62487;Esso;GARAGE JEAN MENU;;R;;;
40360001;;40360;;43.62646;-0.82567;Carrefour Market;Carrefour Market;;R;;;
37260001;;37260;;47.27673;0.64244;Système U;Super U MONTS;;R;;;
11590002;;11590;;43.25654;2.94731;Indépendant sans enseigne;ETS PLANTADE;;R;;;
50560001;;50560;;49.06477;-1.59506;Carrefour Market;Carrefour Market;;R;;;
64800004;;64800;;43.17699;-0.2382;Elan;FERRAN STE D'EXPL.;;R;;;
61430002;;61430;;48.80974;-0.49958;Shopi;Shopi;;R;;;
6000022;;06000;;43.71666;7.28159;Total;RELAIS TOTAL PAILLON;;R;;;
25300008;;25300;;;;;;;R;;;
94200002;;94200;;;;;;;R;;;
83260006;;83260;;;;;;;R;;;
31440001;;31440;;42.91085;0.63846;Elan;STE EXPL DES ETS FERNANDEZ;;R;;;
69410004;;69410;;45.80076;4.78627;Agip;AGIP CHAMPAGNE AV DE GAULLE;;R;;;
16000004;;16000;;45.66052;0.1402;Intermarché;INTERMARCHE ANGOULEME;;R;;;
41120001;;41120;;47.53659;1.30771;Elan;EOR MOUES CHAILLES;;R;;;
89330002;;89330;;48.03228;3.30411;Esso;SARL PERRIGNON;;R;;;
45110002;;45110;;;;;;;R;;;
6530003;;06530;;43.64005;6.82865;Carrefour Contact;CARREFOUR CONTACT;;R;;;
34200006;;34200;;43.41237;3.6819;Agip;AGIP SETE VERDUN;;R;;;
54150003;;54150;;49.24904;5.92694;Elan;CASTAGNARO;;R;;;
60250003;;60250;;49.32115;2.32963;Intermarché;INTERMARCHE MOUY;;R;;;
77760002;;77760;;48.31955;2.57476;Total;SARL GARAGE MODERNE;;R;;;
84000003;;84000;;;;;;;R;;;
95560001;;95560;;;;;;;R;;;
20113002;;20113;;41.71609;8.91524;Total;SAS BARACCI AUTOMOBILES;;R;;;
47500003;;47500;;44.48579;0.978655;Leclerc;E.LECLERC MONTAYRAL;;R;;;
38930001;;38930;;44.82296;5.62131;Automat.DKV.UTA;STATION SERVICE  LA REMISE AUTOMAT 24/24;;R;;;
34920001;;34920;;43.65854;3.95689;Carrefour Market;Carrefour Market;;R;;;
74000004;;74000;;45.9166;6.12841;Esso Express;ESSO NOVEL;;R;;;
21400001;;21400;;47.87095;4.57048;Auchan;AUCHAN CHATILLON;;R;;;
29200015;;29200;;;;;;;R;;;
13130002;;13130;;43.48942;5.17369;Carrefour Market;Carrefour Market;;R;;;
25115001;;25115;;47.25833;5.92682;Système U;STATION U;;R;;;
38290003;;38290;;45.64132;5.13673;Total;ALEP SAS;;R;;;
78300006;;78300;;;;;;;R;;;
94240002;;94240;;;;;;;R;;;
49070008;;49070;;;;;;;R;;;
85130002;;85130;;46.95055;-0.981328;Total;GARAGE LES 3 COURONNES ( agent ford);;R;;;
33380001;;33380;;44.63788;-0.96174;Auchan;AUCHAN BIGANOS;;R;;;
36000008;;36000;;;;;;;R;;;
54450001;;54450;;48.54949;6.72552;Total;SARL PERRETTE;;R;;;
57580001;;57580;;49.01741;6.384;Total;GARAGE FERRY;;R;;;
91630006;;91630;;;;;;;R;;;
33700022;;33700;;;;;;;A;;;
80000011;;80000;;49.88904;2.31069;Oil France;Sarl lamia;;R;;;
93390001;;93390;;48.90632;2.53217;Leclerc;E.LECLERC CLICHY2;;R;;;
79800005;;79800;;;;;;;R;;;
13880002;;13880;;43.5285;5.25782;Intermarché;INTERMARCHE VELAUX;;R;;;
56190007;;56190;;47.54947;-2.46533;Total;STATION TOTAL;;A;;;
87000003;;87100;;45.84133;1.25404;Système U;U Express Coop Atlantique Limoges Loubier;;R;;;
11100012;;11100;;43.19545;3.01154;Total;LANGUEDOC AUTO;;R;;;
80120001;;80120;;50.32718;1.58549;Carrefour Contact;CARREFOUR CONTACT;;R;;;
93600005;;93600;;48.94008;2.49597;Esso;ESSO GARONOR;;R;;;
56610001;;56610;;47.63461;-2.82307;Système U;Super U ARRADON;;R;;;
38320001;;38320;;45.15989;5.75108;Total;RELAIS D EYBENS;;R;;;
88140002;;88140;;48.2002;5.8448;Total;GARAGE ROLIN;;R;;;
93420005;;93420;;48.95503;2.53749;Total Access;Relais les carreaux;;R;;;
60170003;;60170;;49.51498;2.92426;Leclerc;LECLERC SODIRIB;;R;;;
13150004;;13150;;;;;;;R;;;
51500001;;51500;;;;;;;R;;;
75014003;;75014;;48.82102;2.32452;Total;RELAIS MAL LECLERC;;R;;;
6220001;;06220;;43.55133;7.05721;Total;SARL ETS CHENEAU;;R;;;
26290004;;26290;;;;;;;R;;;
51200004;;51200;;49.04685;3.95011;Esso Express;ESSO EPERNAY;;R;;;
62100023;;62100;;50.96526;1.88839;BP;BP CALAIS LES DUNES;;R;;;
91460001;;91460;;;;;;;R;;;
65140003;;65140;;43.38681;0.15021;Carrefour Contact;Carrefour contact;;R;;;
91670001;;91670;;48.31959;2.00349;Leclerc;ANDIS;;R;;;
1220001;;01220;;46.34994;6.13218;Carrefour Market;Carrefour Market;;R;;;
81370003;;81370;;43.77549;1.68409;Esso;Esso du parc;;R;;;
40330001;;40330;;43.59311;-0.75456;Intermarché;STATION  INTERMARCHE;;R;;;
13320010;;13320;;43.44207;5.39761;Système U;SUPER U;;R;;;
48100006;;48100;;44.50868;3.25113;Indépendant sans enseigne;STATION DAUDE;;R;;;
13590001;;13590;;43.50352;5.51124;Total;SARL BACA;;R;;;
59660001;;59660;;50.64085;2.65411;Intermarché;INTERMARCHE MERVILLE;;R;;;
71850002;;71850;;46.31115;4.79065;Total;SARL GARAGE LAPIERRE;;R;;;
85400003;;85400;;;;;;;R;;;
22500003;;22500;;48.77108;-3.03982;Total Access;ARCADIE AUTOMOBILES SAS;;R;;;
44460001;;44460;;47.6466;-2.07802;Leclerc;LECLERC SAINT NICOLAS;;R;;;
6160007;;06160;;43.5726;7.10176;Agip;AGIP ANTIBES JUAN LES PINS;;R;;;
62100013;;62100;;;;;;;R;;;
58240002;;58240;;46.75352;3.14069;Total Access;RELAIS SAINT IMBERT;;R;;;
71150001;;71150;;;;;;;R;;;
63200005;;63200;;;;;;;R;;;
79310001;;79310;;46.55187;-0.310245;Total;SARL MARTIN SERVICE AUTO;;R;;;
12290001;;12290;;44.2887;2.71444;Total;EOR PONT DE SALARS 2;;R;;;
95420005;;95420;;;;;;;R;;;
92500005;;92500;;48.88381;2.19113;Oil France;Sif md;;R;;;
33370015;;33370;;;;;;;R;;;
59200009;;59200;;;;;;;R;;;
38270005;;38270;;45.34134;5.04788;Carrefour Market;CARREFOUR MARKET BEAUREPAIRE;;R;;;
21250003;;21250;;;;;;;A;;;
34990001;;34990;;43.61412;3.79949;Intermarché;INTERMARCHE JUVIGNAC;;R;;;
44140004;;44140;;47.08267;-1.41573;Intermarché;INTERMARCHE AIGREFFEUILLE;;R;;;
59494003;;59494;;50.37006;3.481;Total;RELAIS PETITE FORET;;A;;;
6190003;;06190;;;;;;;R;;;
57000008;;57000;;49.10988;6.17059;Esso Express;ESSO METZ CENTRE;;R;;;
13105001;;13105;;43.42967;5.47296;Intermarché;INTERMARCHE MIMET;;R;;;
82350001;;82350;;44.09001;1.44662;Indépendant sans enseigne;GASTON;;R;;;
6500008;;06500;;;;;;;R;;;
45110003;;45110;;;;;;;R;;;
86600001;;86600;;46.42874;0.11532;Intermarché;INTERMARCHE LUSIGNAN;;R;;;
52100012;;52100;;48.63653;4.9795;Esso;ESSO CHAMPAGNE;;R;;;
56910001;;56910;;47.81382;-2.13114;Système U;Super U CARENTOIR;;R;;;
91940003;;91940;;48.6818;2.1444;Intermarché;INTERMARCHE GOMETZ LE CHATEL;;R;;;
41500002;;41500;;;;;;;R;;;
20290006;;20290;;42.54654;9.41761;Esso;ESSO GIROLAMI;;R;;;
93410001;;93410;;;;;;;R;;;
53000009;;53000;;;;;;;R;;;
35550004;;35550;;47.80944;-1.93728;Système U;Super U PIPRIAC;;R;;;
17138002;;17138;;;;;;;R;;;
51100047;;51100;;;;;;;R;;;
72470005;;72470;;;;;;;R;;;
31800004;;31800;;43.10515;0.8154;Casino;CASINO ESTANCARBON;;R;;;
51100048;;51100;;;;;;;R;;;
34740004;;34740;;;;;;;R;;;
81120001;;81120;;43.77227;2.18306;Total;GARAGE Yannick MICHEL;;R;;;
87000018;;87000;;;;;;;R;;;
77450001;;77450;;;;;;;R;;;
72000019;;72000;;;;;;;R;;;
62830001;;62830;;50.64024;1.74435;Intermarché Contact;INTERMARCHE CONTACT;;R;;;
11400004;;11400;;43.3107;1.97053;Total;EOR CASTELNAUDARY FRANCO;;R;;;
25022001;;25220;;47.26316;6.06205;Carrefour;CARREFOUR CHALEZEULE;;R;;;
14700005;;14700;;48.89188;-0.179174;Indépendant sans enseigne;SARL GARAGE LEPY;;R;;;
38570004;;38570;;45.3075;5.95709;Casino;Spar;;R;;;
70130001;;70130;;47.55117;5.85614;Avia;RELAIS FRENOIS;;R;;;
13012003;;13012;;43.30856;5.43598;Simply Market;SIMPLY MARKET;;R;;;
2000005;;02000;;49.56889;3.64553;Total;GGE EUROPE AUTO;;R;;;
59770003;;59770;;50.34271;3.56192;Total;Garage Barbusse;;R;;;
22940002;;22940;;48.41516;-2.82168;Intermarché;INTERMARCHE PLAINTEL;;R;;;
3300002;;03300;;46.13369;3.44939;Total;Relais Lagarde Cusset;;R;;;
21340002;;21340;;46.94691;4.64359;Total;GARAGE FOURRIER;;R;;;
69130002;;69130;;;;;;;R;;;
60350001;;60350;;49.40354;3.00774;Total Access;RELAIS DE CUISE LA MOTTE;;R;;;
74000002;;74000;;45.91882;6.12379;Carrefour;Carrefour annecy;;R;;;
17620001;;17620;;;;;;;R;;;
58700001;;58700;;;;;;;R;;;
20218002;;20218;;;;;;;R;;;
